"date","votingId","legislatorId","legislator","party","region","vote","profileUrl","photoUrl"
"2012-04-25",767,381,"VERA, ARTURO","UNIÓN CÍVICA RADICAL","ENTRE RÍOS","NEGATIVO","/senadores/senador/381","/bundles/senadosenadores/images/fsena/381.png"
"2012-04-25",767,386,"VERANI, PABLO","UNIÓN CÍVICA RADICAL","RÍO NEGRO","NEGATIVO","/senadores/senador/386","/bundles/senadosenadores/images/fsena/386.png"
"2012-04-25",767,419,"AGUIRRE, HILDA CLELIA","PJ FRENTE PARA LA VICTORIA","LA RIOJA","AFIRMATIVO","/senadores/senador/419","/bundles/senadosenadores/images/fsena/419.png"
"2012-04-25",767,418,"BARRIONUEVO, WALTER BASILIO","PJ FRENTE PARA LA VICTORIA","JUJUY","AFIRMATIVO","/senadores/senador/418","/bundles/senadosenadores/images/fsena/418.png"
"2012-04-25",767,408,"BERMEJO, ROLANDO ADOLFO","PJ FRENTE PARA LA VICTORIA","MENDOZA","AFIRMATIVO","/senadores/senador/408","/bundles/senadosenadores/images/fsena/408.png"
"2012-04-25",767,377,"BIANCALANI, FABIO DARIO","PJ FRENTE PARA LA VICTORIA","CHACO","AFIRMATIVO","/senadores/senador/377","/bundles/senadosenadores/images/fsena/377.png"
"2012-04-25",767,427,"BLAS, INÉS IMELDA","PJ FRENTE PARA LA VICTORIA","CATAMARCA","AFIRMATIVO","/senadores/senador/427","/bundles/senadosenadores/images/fsena/427.png"
"2012-04-25",767,385,"BONGIORNO, MARIA JOSE","PJ FRENTE PARA LA VICTORIA","RÍO NEGRO","AFIRMATIVO","/senadores/senador/385","/bundles/senadosenadores/images/fsena/385.png"
"2012-04-25",767,422,"CABRAL, SALVADOR","PJ FRENTE PARA LA VICTORIA","MISIONES","AFIRMATIVO","/senadores/senador/422","/bundles/senadosenadores/images/fsena/422.png"
"2012-04-25",767,326,"COLAZO, MARIO JORGE","PJ FRENTE PARA LA VICTORIA","TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR","AFIRMATIVO","/senadores/senador/326","/bundles/senadosenadores/images/fsena/326.png"
"2012-04-25",767,390,"CORRADI DE BELTRAN, ANA MARIA","PJ FRENTE PARA LA VICTORIA","SANTIAGO DEL ESTERO","AFIRMATIVO","/senadores/senador/390","/bundles/senadosenadores/images/fsena/390.png"
"2012-04-25",767,376,"CORREGIDO, ELENA MERCEDES","PJ FRENTE PARA LA VICTORIA","CHACO","AFIRMATIVO","/senadores/senador/376","/bundles/senadosenadores/images/fsena/376.png"
"2012-04-25",767,417,"DE LA ROSA, MARÍA GRACIELA","PJ FRENTE PARA LA VICTORIA","FORMOSA","AFIRMATIVO","/senadores/senador/417","/bundles/senadosenadores/images/fsena/417.png"
"2012-04-25",767,406,"DI PERNA, GRACIELA AGUSTINA","TRABAJO Y DIGNIDAD","CHUBUT","AFIRMATIVO","/senadores/senador/406","/bundles/senadosenadores/images/fsena/406.png"
"2012-04-25",767,392,"DIAZ, MARIA ROSA","NUEVO ENCUENTRO","TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR","AFIRMATIVO","/senadores/senador/392","/bundles/senadosenadores/images/fsena/392.png"
"2012-04-25",767,356,"FELLNER, LILIANA BEATRIZ","PJ FRENTE PARA LA VICTORIA","JUJUY","AFIRMATIVO","/senadores/senador/356","/bundles/senadosenadores/images/fsena/356.png"
"2012-04-25",767,416,"FERNÁNDEZ, ANIBAL","PJ FRENTE PARA LA VICTORIA","BUENOS AIRES","AFIRMATIVO","/senadores/senador/416","/bundles/senadosenadores/images/fsena/416.png"
"2012-04-25",767,375,"FILMUS, DANIEL FERNANDO","PJ FRENTE PARA LA VICTORIA","CIUDAD AUTÓNOMA de BUENOS AIRES","AFIRMATIVO","/senadores/senador/375","/bundles/senadosenadores/images/fsena/375.png"
"2012-04-25",767,382,"FUENTES, MARCELO JORGE","PJ FRENTE PARA LA VICTORIA","NEUQUÉN","AFIRMATIVO","/senadores/senador/382","/bundles/senadosenadores/images/fsena/382.png"
"2012-04-25",767,421,"GIMÉNEZ, SANDRA DANIELA","MISIONES","MISIONES","AFIRMATIVO","/senadores/senador/421","/bundles/senadosenadores/images/fsena/421.png"
"2012-04-25",767,347,"GIUSTINIANI, RUBÉN HÉCTOR","PARTIDO SOCIALISTA","SANTA FE","AFIRMATIVO","/senadores/senador/347","/bundles/senadosenadores/images/fsena/347.png"
"2012-04-25",767,424,"GODOY, RUPERTO EDUARDO","PJ FRENTE PARA LA VICTORIA","SAN JUAN","AFIRMATIVO","/senadores/senador/424","/bundles/senadosenadores/images/fsena/424.png"
"2012-04-25",767,425,"GONZÁLEZ, PABLO G.","PJ FRENTE PARA LA VICTORIA","SANTA CRUZ","AFIRMATIVO","/senadores/senador/425","/bundles/senadosenadores/images/fsena/425.png"
"2012-04-25",767,379,"GUASTAVINO, PEDRO GUILLERMO ÁNGEL","PJ FRENTE PARA LA VICTORIA","ENTRE RÍOS","AFIRMATIVO","/senadores/senador/379","/bundles/senadosenadores/images/fsena/379.png"
"2012-04-25",767,288,"GUINLE, MARCELO ALEJANDRO HORACIO","PJ FRENTE PARA LA VICTORIA","CHUBUT","AFIRMATIVO","/senadores/senador/288","/bundles/senadosenadores/images/fsena/288.png"
"2012-04-25",767,407,"HIGONET, MARIA DE LOS ANGELES","PARTIDO JUSTICIALISTA LA PAMPA","LA PAMPA","AFIRMATIVO","/senadores/senador/407","/bundles/senadosenadores/images/fsena/407.png"
"2012-04-25",767,423,"IRRAZÁBAL, JUAN MANUEL","PJ FRENTE PARA LA VICTORIA","MISIONES","AFIRMATIVO","/senadores/senador/423","/bundles/senadosenadores/images/fsena/423.png"
"2012-04-25",767,389,"ITÚRREZ DE CAPPELLINI, ADA ROSA DEL VALLE","FRENTE CÍVICO POR SANTIAGO","SANTIAGO DEL ESTERO","AFIRMATIVO","/senadores/senador/389","/bundles/senadosenadores/images/fsena/389.png"
"2012-04-25",767,400,"JUEZ, LUIS ALFREDO","FRENTE CIVICO DE LA PROVINCIA DE CORDOBA","CÓRDOBA","AFIRMATIVO","/senadores/senador/400","/bundles/senadosenadores/images/fsena/400.png"
"2012-04-25",767,426,"LABADO, MARÍA ESTER","PJ FRENTE PARA LA VICTORIA","SANTA CRUZ","AFIRMATIVO","/senadores/senador/426","/bundles/senadosenadores/images/fsena/426.png"
"2012-04-25",767,321,"LATORRE, ROXANA ITATÍ","FEDERALISMO SANTAFESINO","SANTA FE","AFIRMATIVO","/senadores/senador/321","/bundles/senadosenadores/images/fsena/321.png"
"2012-04-25",767,350,"LEGUIZAMÓN, MARÍA LAURA","PJ FRENTE PARA LA VICTORIA","BUENOS AIRES","AFIRMATIVO","/senadores/senador/350","/bundles/senadosenadores/images/fsena/350.png"
"2012-04-25",767,415,"LINARES, JAIME","GEN","BUENOS AIRES","AFIRMATIVO","/senadores/senador/415","/bundles/senadosenadores/images/fsena/415.png"
"2012-04-25",767,384,"LORES, HORACIO","MOVIMIENTO POPULAR NEUQUINO","NEUQUÉN","AFIRMATIVO","/senadores/senador/384","/bundles/senadosenadores/images/fsena/384.png"
"2012-04-25",767,420,"LUNA, MIRTHA MARÍA TERESITA","PJ FRENTE PARA LA VICTORIA","LA RIOJA","AFIRMATIVO","/senadores/senador/420","/bundles/senadosenadores/images/fsena/420.png"
"2012-04-25",767,414,"LÓPEZ, OSVALDO RAMÓN","NUEVO ENCUENTRO","TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR","AFIRMATIVO","/senadores/senador/414","/bundles/senadosenadores/images/fsena/414.png"
"2012-04-25",767,411,"MANSILLA, SERGIO FRANCISCO","PJ FRENTE PARA LA VICTORIA","TUCUMÁN","AFIRMATIVO","/senadores/senador/411","/bundles/senadosenadores/images/fsena/411.png"
"2012-04-25",767,294,"MAYANS, JOSÉ MIGUEL ÁNGEL","PJ FRENTE PARA LA VICTORIA","FORMOSA","AFIRMATIVO","/senadores/senador/294","/bundles/senadosenadores/images/fsena/294.png"
"2012-04-25",767,403,"MEABE, JOSEFINA ANGELICA","PARTIDO LIBERAL DE CORRIENTES","CORRIENTES","AFIRMATIVO","/senadores/senador/403","/bundles/senadosenadores/images/fsena/403.png"
"2012-04-25",767,383,"PARRILLI, NANCI MARIA AGUSTINA","PJ FRENTE PARA LA VICTORIA","NEUQUÉN","AFIRMATIVO","/senadores/senador/383","/bundles/senadosenadores/images/fsena/383.png"
"2012-04-25",767,387,"PEREZ ALSINA, JUAN AGUSTIN","PARTIDO RENOVADOR DE SALTA","SALTA","AFIRMATIVO","/senadores/senador/387","/bundles/senadosenadores/images/fsena/387.png"
"2012-04-25",767,311,"PICHETTO, MIGUEL ÁNGEL","PJ FRENTE PARA LA VICTORIA","RÍO NEGRO","AFIRMATIVO","/senadores/senador/311","/bundles/senadosenadores/images/fsena/311.png"
"2012-04-25",767,370,"PÉRSICO, DANIEL RAÚL","PJ FRENTE PARA LA VICTORIA","SAN LUIS","AFIRMATIVO","/senadores/senador/370","/bundles/senadosenadores/images/fsena/370.png"
"2012-04-25",767,232,"REUTEMANN, CARLOS ALBERTO","SANTA FE FEDERAL","SANTA FE","AFIRMATIVO","/senadores/senador/232","/bundles/senadosenadores/images/fsena/232.png"
"2012-04-25",767,364,"RIOFRÍO, MARINA RAQUEL","PJ FRENTE PARA LA VICTORIA","SAN JUAN","AFIRMATIVO","/senadores/senador/364","/bundles/senadosenadores/images/fsena/364.png"
"2012-04-25",767,412,"ROJKES DE ALPEROVICH, BEATRIZ LILIANA","PJ FRENTE PARA LA VICTORIA","TUCUMÁN","AFIRMATIVO","/senadores/senador/412","/bundles/senadosenadores/images/fsena/412.png"
"2012-04-25",767,404,"ROLDÁN, JOSÉ MARÍA","FRENTE DE TODOS","CORRIENTES","AFIRMATIVO","/senadores/senador/404","/bundles/senadosenadores/images/fsena/404.png"
"2012-04-25",767,428,"RUIZ DIAZ, ELSA B.","PJ FRENTE PARA LA VICTORIA","ENTRE RÍOS","AFIRMATIVO","/senadores/senador/428","/bundles/senadosenadores/images/fsena/428.png"
"2012-04-25",767,94,"VERNA, CARLOS ALBERTO","PARTIDO JUSTICIALISTA LA PAMPA","LA PAMPA","AFIRMATIVO","/senadores/senador/94","/bundles/senadosenadores/images/fsena/94.png""date","votingId","legislatorId","legislator","party","region","vote","profileUrl","photoUrl"
"2012-04-25",768,362,"BASUALDO, ROBERTO GUSTAVO","PRODUCCIÓN Y TRABAJO","SAN JUAN","AUSENTE","/senadores/senador/362","/bundles/senadosenadores/images/fsena/362.png"
"2012-04-25",768,337,"CASTILLO, OSCAR ANÍBAL","FRENTE CÍVICO Y SOCIAL DE CATAMARCA","CATAMARCA","AUSENTE","/senadores/senador/337","/bundles/senadosenadores/images/fsena/337.png"
"2012-04-25",768,373,"ESTENSSORO, MARÍA EUGENIA","ALIANZA COALICIÓN CÍVICA","CIUDAD AUTÓNOMA de BUENOS AIRES","AUSENTE","/senadores/senador/373","/bundles/senadosenadores/images/fsena/373.png"
"2012-04-25",768,357,"MENEM, CARLOS SAÚL","FEDERALISMO Y LIBERACIÓN","LA RIOJA","AUSENTE","/senadores/senador/357","/bundles/senadosenadores/images/fsena/357.png"
"2012-04-25",768,399,"MONLLAU, BLANCA MARIA DEL VALLE","FRENTE CÍVICO Y SOCIAL DE CATAMARCA","CATAMARCA","AUSENTE","/senadores/senador/399","/bundles/senadosenadores/images/fsena/399.png"
"2012-04-25",768,413,"MORANDINI, NORMA ELENA","FRENTE CIVICO DE LA PROVINCIA DE CORDOBA","CÓRDOBA","AUSENTE","/senadores/senador/413","/bundles/senadosenadores/images/fsena/413.png"
"2012-04-25",768,402,"ARTAZA, EUGENIO JUSTINIANO","UNIÓN CÍVICA RADICAL","CORRIENTES","NEGATIVO","/senadores/senador/402","/bundles/senadosenadores/images/fsena/402.png"
"2012-04-25",768,429,"BORELLO, MARTA","UNIÓN CÍVICA RADICAL","CÓRDOBA","NEGATIVO","/senadores/senador/429","/bundles/senadosenadores/images/fsena/429.png"
"2012-04-25",768,410,"CANO, JOSE MANUEL","UNIÓN CÍVICA RADICAL","TUCUMÁN","NEGATIVO","/senadores/senador/410","/bundles/senadosenadores/images/fsena/410.png"
"2012-04-25",768,405,"CIMADEVILLA, MARIO JORGE","UNIÓN CÍVICA RADICAL","CHUBUT","NEGATIVO","/senadores/senador/405","/bundles/senadosenadores/images/fsena/405.png"
"2012-04-25",768,406,"DI PERNA, GRACIELA AGUSTINA","TRABAJO Y DIGNIDAD","CHUBUT","NEGATIVO","/senadores/senador/406","/bundles/senadosenadores/images/fsena/406.png"
"2012-04-25",768,313,"ESCUDERO, SONIA MARGARITA","JUSTICIALISTA 8 DE OCTUBRE","SALTA","NEGATIVO","/senadores/senador/313","/bundles/senadosenadores/images/fsena/313.png"
"2012-04-25",768,344,"MARINO, JUAN CARLOS","UNIÓN CÍVICA RADICAL","LA PAMPA","NEGATIVO","/senadores/senador/344","/bundles/senadosenadores/images/fsena/344.png"
"2012-04-25",768,367,"MARTÍNEZ, ALFREDO ANSELMO","UNIÓN CÍVICA RADICAL","SANTA CRUZ","NEGATIVO","/senadores/senador/367","/bundles/senadosenadores/images/fsena/367.png"
"2012-04-25",768,409,"MONTERO, LAURA GISELA","UNIÓN CÍVICA RADICAL","MENDOZA","NEGATIVO","/senadores/senador/409","/bundles/senadosenadores/images/fsena/409.png"
"2012-04-25",768,295,"MORALES, GERARDO RUBÉN","UNIÓN CÍVICA RADICAL","JUJUY","NEGATIVO","/senadores/senador/295","/bundles/senadosenadores/images/fsena/295.png"
"2012-04-25",768,266,"NEGRE DE ALONSO, LILIANA TERESITA","JUSTICIALISTA SAN LUIS","SAN LUIS","NEGATIVO","/senadores/senador/266","/bundles/senadosenadores/images/fsena/266.png"
"2012-04-25",768,378,"NIKISCH, ROY ABELARDO","UNIÓN CÍVICA RADICAL","CHACO","NEGATIVO","/senadores/senador/378","/bundles/senadosenadores/images/fsena/378.png"
"2012-04-25",768,355,"PETCOFF NAIDENOFF, LUIS CARLOS","UNIÓN CÍVICA RADICAL","FORMOSA","NEGATIVO","/senadores/senador/355","/bundles/senadosenadores/images/fsena/355.png"
"2012-04-25",768,388,"RACHED, EMILIO ALBERTO","UNIÓN CÍVICA RADICAL","SANTIAGO DEL ESTERO","NEGATIVO","/senadores/senador/388","/bundles/senadosenadores/images/fsena/388.png"
"2012-04-25",768,365,"RODRÍGUEZ SAÁ, ADOLFO","JUSTICIALISTA SAN LUIS","SAN LUIS","NEGATIVO","/senadores/senador/365","/bundles/senadosenadores/images/fsena/365.png"
"2012-04-25",768,35,"ROMERO, JUAN CARLOS","JUSTICIALISTA 8 DE OCTUBRE","SALTA","NEGATIVO","/senadores/senador/35","/bundles/senadosenadores/images/fsena/35.png"
"2012-04-25",768,346,"SANZ, ERNESTO RICARDO","UNIÓN CÍVICA RADICAL","MENDOZA","NEGATIVO","/senadores/senador/346","/bundles/senadosenadores/images/fsena/346.png"
"2012-04-25",768,381,"VERA, ARTURO","UNIÓN CÍVICA RADICAL","ENTRE RÍOS","NEGATIVO","/senadores/senador/381","/bundles/senadosenadores/images/fsena/381.png"
"2012-04-25",768,386,"VERANI, PABLO","UNIÓN CÍVICA RADICAL","RÍO NEGRO","NEGATIVO","/senadores/senador/386","/bundles/senadosenadores/images/fsena/386.png"
"2012-04-25",768,419,"AGUIRRE, HILDA CLELIA","PJ FRENTE PARA LA VICTORIA","LA RIOJA","AFIRMATIVO","/senadores/senador/419","/bundles/senadosenadores/images/fsena/419.png"
"2012-04-25",768,418,"BARRIONUEVO, WALTER BASILIO","PJ FRENTE PARA LA VICTORIA","JUJUY","AFIRMATIVO","/senadores/senador/418","/bundles/senadosenadores/images/fsena/418.png"
"2012-04-25",768,408,"BERMEJO, ROLANDO ADOLFO","PJ FRENTE PARA LA VICTORIA","MENDOZA","AFIRMATIVO","/senadores/senador/408","/bundles/senadosenadores/images/fsena/408.png"
"2012-04-25",768,377,"BIANCALANI, FABIO DARIO","PJ FRENTE PARA LA VICTORIA","CHACO","AFIRMATIVO","/senadores/senador/377","/bundles/senadosenadores/images/fsena/377.png"
"2012-04-25",768,427,"BLAS, INÉS IMELDA","PJ FRENTE PARA LA VICTORIA","CATAMARCA","AFIRMATIVO","/senadores/senador/427","/bundles/senadosenadores/images/fsena/427.png"
"2012-04-25",768,385,"BONGIORNO, MARIA JOSE","PJ FRENTE PARA LA VICTORIA","RÍO NEGRO","AFIRMATIVO","/senadores/senador/385","/bundles/senadosenadores/images/fsena/385.png"
"2012-04-25",768,374,"CABANCHIK, SAMUEL MANUEL","PROYECTO BUENOS AIRES FEDERAL","CIUDAD AUTÓNOMA de BUENOS AIRES","AFIRMATIVO","/senadores/senador/374","/bundles/senadosenadores/images/fsena/374.png"
"2012-04-25",768,422,"CABRAL, SALVADOR","PJ FRENTE PARA LA VICTORIA","MISIONES","AFIRMATIVO","/senadores/senador/422","/bundles/senadosenadores/images/fsena/422.png"
"2012-04-25",768,326,"COLAZO, MARIO JORGE","PJ FRENTE PARA LA VICTORIA","TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR","AFIRMATIVO","/senadores/senador/326","/bundles/senadosenadores/images/fsena/326.png"
"2012-04-25",768,390,"CORRADI DE BELTRAN, ANA MARIA","PJ FRENTE PARA LA VICTORIA","SANTIAGO DEL ESTERO","AFIRMATIVO","/senadores/senador/390","/bundles/senadosenadores/images/fsena/390.png"
"2012-04-25",768,376,"CORREGIDO, ELENA MERCEDES","PJ FRENTE PARA LA VICTORIA","CHACO","AFIRMATIVO","/senadores/senador/376","/bundles/senadosenadores/images/fsena/376.png"
"2012-04-25",768,417,"DE LA ROSA, MARÍA GRACIELA","PJ FRENTE PARA LA VICTORIA","FORMOSA","AFIRMATIVO","/senadores/senador/417","/bundles/senadosenadores/images/fsena/417.png"
"2012-04-25",768,392,"DIAZ, MARIA ROSA","NUEVO ENCUENTRO","TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR","AFIRMATIVO","/senadores/senador/392","/bundles/senadosenadores/images/fsena/392.png"
"2012-04-25",768,356,"FELLNER, LILIANA BEATRIZ","PJ FRENTE PARA LA VICTORIA","JUJUY","AFIRMATIVO","/senadores/senador/356","/bundles/senadosenadores/images/fsena/356.png"
"2012-04-25",768,416,"FERNÁNDEZ, ANIBAL","PJ FRENTE PARA LA VICTORIA","BUENOS AIRES","AFIRMATIVO","/senadores/senador/416","/bundles/senadosenadores/images/fsena/416.png"
"2012-04-25",768,375,"FILMUS, DANIEL FERNANDO","PJ FRENTE PARA LA VICTORIA","CIUDAD AUTÓNOMA de BUENOS AIRES","AFIRMATIVO","/senadores/senador/375","/bundles/senadosenadores/images/fsena/375.png"
"2012-04-25",768,382,"FUENTES, MARCELO JORGE","PJ FRENTE PARA LA VICTORIA","NEUQUÉN","AFIRMATIVO","/senadores/senador/382","/bundles/senadosenadores/images/fsena/382.png"
"2012-04-25",768,421,"GIMÉNEZ, SANDRA DANIELA","MISIONES","MISIONES","AFIRMATIVO","/senadores/senador/421","/bundles/senadosenadores/images/fsena/421.png"
"2012-04-25",768,347,"GIUSTINIANI, RUBÉN HÉCTOR","PARTIDO SOCIALISTA","SANTA FE","AFIRMATIVO","/senadores/senador/347","/bundles/senadosenadores/images/fsena/347.png"
"2012-04-25",768,424,"GODOY, RUPERTO EDUARDO","PJ FRENTE PARA LA VICTORIA","SAN JUAN","AFIRMATIVO","/senadores/senador/424","/bundles/senadosenadores/images/fsena/424.png"
"2012-04-25",768,425,"GONZÁLEZ, PABLO G.","PJ FRENTE PARA LA VICTORIA","SANTA CRUZ","AFIRMATIVO","/senadores/senador/425","/bundles/senadosenadores/images/fsena/425.png"
"2012-04-25",768,379,"GUASTAVINO, PEDRO GUILLERMO ÁNGEL","PJ FRENTE PARA LA VICTORIA","ENTRE RÍOS","AFIRMATIVO","/senadores/senador/379","/bundles/senadosenadores/images/fsena/379.png"
"2012-04-25",768,288,"GUINLE, MARCELO ALEJANDRO HORACIO","PJ FRENTE PARA LA VICTORIA","CHUBUT","AFIRMATIVO","/senadores/senador/288","/bundles/senadosenadores/images/fsena/288.png"
"2012-04-25",768,407,"HIGONET, MARIA DE LOS ANGELES","PARTIDO JUSTICIALISTA LA PAMPA","LA PAMPA","AFIRMATIVO","/senadores/senador/407","/bundles/senadosenadores/images/fsena/407.png"
"2012-04-25",768,423,"IRRAZÁBAL, JUAN MANUEL","PJ FRENTE PARA LA VICTORIA","MISIONES","AFIRMATIVO","/senadores/senador/423","/bundles/senadosenadores/images/fsena/423.png"
"2012-04-25",768,389,"ITÚRREZ DE CAPPELLINI, ADA ROSA DEL VALLE","FRENTE CÍVICO POR SANTIAGO","SANTIAGO DEL ESTERO","AFIRMATIVO","/senadores/senador/389","/bundles/senadosenadores/images/fsena/389.png"
"2012-04-25",768,400,"JUEZ, LUIS ALFREDO","FRENTE CIVICO DE LA PROVINCIA DE CORDOBA","CÓRDOBA","AFIRMATIVO","/senadores/senador/400","/bundles/senadosenadores/images/fsena/400.png"
"2012-04-25",768,426,"LABADO, MARÍA ESTER","PJ FRENTE PARA LA VICTORIA","SANTA CRUZ","AFIRMATIVO","/senadores/senador/426","/bundles/senadosenadores/images/fsena/426.png"
"2012-04-25",768,321,"LATORRE, ROXANA ITATÍ","FEDERALISMO SANTAFESINO","SANTA FE","AFIRMATIVO","/senadores/senador/321","/bundles/senadosenadores/images/fsena/321.png"
"2012-04-25",768,350,"LEGUIZAMÓN, MARÍA LAURA","PJ FRENTE PARA LA VICTORIA","BUENOS AIRES","AFIRMATIVO","/senadores/senador/350","/bundles/senadosenadores/images/fsena/350.png"
"2012-04-25",768,415,"LINARES, JAIME","GEN","BUENOS AIRES","AFIRMATIVO","/senadores/senador/415","/bundles/senadosenadores/images/fsena/415.png"
"2012-04-25",768,384,"LORES, HORACIO","MOVIMIENTO POPULAR NEUQUINO","NEUQUÉN","AFIRMATIVO","/senadores/senador/384","/bundles/senadosenadores/images/fsena/384.png"
"2012-04-25",768,420,"LUNA, MIRTHA MARÍA TERESITA","PJ FRENTE PARA LA VICTORIA","LA RIOJA","AFIRMATIVO","/senadores/senador/420","/bundles/senadosenadores/images/fsena/420.png"
"2012-04-25",768,414,"LÓPEZ, OSVALDO RAMÓN","NUEVO ENCUENTRO","TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR","AFIRMATIVO","/senadores/senador/414","/bundles/senadosenadores/images/fsena/414.png"
"2012-04-25",768,411,"MANSILLA, SERGIO FRANCISCO","PJ FRENTE PARA LA VICTORIA","TUCUMÁN","AFIRMATIVO","/senadores/senador/411","/bundles/senadosenadores/images/fsena/411.png"
"2012-04-25",768,294,"MAYANS, JOSÉ MIGUEL ÁNGEL","PJ FRENTE PARA LA VICTORIA","FORMOSA","AFIRMATIVO","/senadores/senador/294","/bundles/senadosenadores/images/fsena/294.png"
"2012-04-25",768,403,"MEABE, JOSEFINA ANGELICA","PARTIDO LIBERAL DE CORRIENTES","CORRIENTES","AFIRMATIVO","/senadores/senador/403","/bundles/senadosenadores/images/fsena/403.png"
"2012-04-25",768,383,"PARRILLI, NANCI MARIA AGUSTINA","PJ FRENTE PARA LA VICTORIA","NEUQUÉN","AFIRMATIVO","/senadores/senador/383","/bundles/senadosenadores/images/fsena/383.png"
"2012-04-25",768,387,"PEREZ ALSINA, JUAN AGUSTIN","PARTIDO RENOVADOR DE SALTA","SALTA","AFIRMATIVO","/senadores/senador/387","/bundles/senadosenadores/images/fsena/387.png"
"2012-04-25",768,311,"PICHETTO, MIGUEL ÁNGEL","PJ FRENTE PARA LA VICTORIA","RÍO NEGRO","AFIRMATIVO","/senadores/senador/311","/bundles/senadosenadores/images/fsena/311.png"
"2012-04-25",768,370,"PÉRSICO, DANIEL RAÚL","PJ FRENTE PARA LA VICTORIA","SAN LUIS","AFIRMATIVO","/senadores/senador/370","/bundles/senadosenadores/images/fsena/370.png"
"2012-04-25",768,232,"REUTEMANN, CARLOS ALBERTO","SANTA FE FEDERAL","SANTA FE","AFIRMATIVO","/senadores/senador/232","/bundles/senadosenadores/images/fsena/232.png"
"2012-04-25",768,364,"RIOFRÍO, MARINA RAQUEL","PJ FRENTE PARA LA VICTORIA","SAN JUAN","AFIRMATIVO","/senadores/senador/364","/bundles/senadosenadores/images/fsena/364.png"
"2012-04-25",768,412,"ROJKES DE ALPEROVICH, BEATRIZ LILIANA","PJ FRENTE PARA LA VICTORIA","TUCUMÁN","AFIRMATIVO","/senadores/senador/412","/bundles/senadosenadores/images/fsena/412.png"
"2012-04-25",768,404,"ROLDÁN, JOSÉ MARÍA","FRENTE DE TODOS","CORRIENTES","AFIRMATIVO","/senadores/senador/404","/bundles/senadosenadores/images/fsena/404.png"
"2012-04-25",768,428,"RUIZ DIAZ, ELSA B.","PJ FRENTE PARA LA VICTORIA","ENTRE RÍOS","AFIRMATIVO","/senadores/senador/428","/bundles/senadosenadores/images/fsena/428.png"
"2012-04-25",768,94,"VERNA, CARLOS ALBERTO","PARTIDO JUSTICIALISTA LA PAMPA","LA PAMPA","AFIRMATIVO","/senadores/senador/94","/bundles/senadosenadores/images/fsena/94.png""date","votingId","legislatorId","legislator","party","region","vote","profileUrl","photoUrl"
"2012-04-25",769,362,"BASUALDO, ROBERTO GUSTAVO","PRODUCCIÓN Y TRABAJO","SAN JUAN","AUSENTE","/senadores/senador/362","/bundles/senadosenadores/images/fsena/362.png"
"2012-04-25",769,337,"CASTILLO, OSCAR ANÍBAL","FRENTE CÍVICO Y SOCIAL DE CATAMARCA","CATAMARCA","AUSENTE","/senadores/senador/337","/bundles/senadosenadores/images/fsena/337.png"
"2012-04-25",769,373,"ESTENSSORO, MARÍA EUGENIA","ALIANZA COALICIÓN CÍVICA","CIUDAD AUTÓNOMA de BUENOS AIRES","AUSENTE","/senadores/senador/373","/bundles/senadosenadores/images/fsena/373.png"
"2012-04-25",769,357,"MENEM, CARLOS SAÚL","FEDERALISMO Y LIBERACIÓN","LA RIOJA","AUSENTE","/senadores/senador/357","/bundles/senadosenadores/images/fsena/357.png"
"2012-04-25",769,399,"MONLLAU, BLANCA MARIA DEL VALLE","FRENTE CÍVICO Y SOCIAL DE CATAMARCA","CATAMARCA","AUSENTE","/senadores/senador/399","/bundles/senadosenadores/images/fsena/399.png"
"2012-04-25",769,413,"MORANDINI, NORMA ELENA","FRENTE CIVICO DE LA PROVINCIA DE CORDOBA","CÓRDOBA","AUSENTE","/senadores/senador/413","/bundles/senadosenadores/images/fsena/413.png"
"2012-04-25",769,402,"ARTAZA, EUGENIO JUSTINIANO","UNIÓN CÍVICA RADICAL","CORRIENTES","NEGATIVO","/senadores/senador/402","/bundles/senadosenadores/images/fsena/402.png"
"2012-04-25",769,429,"BORELLO, MARTA","UNIÓN CÍVICA RADICAL","CÓRDOBA","NEGATIVO","/senadores/senador/429","/bundles/senadosenadores/images/fsena/429.png"
"2012-04-25",769,374,"CABANCHIK, SAMUEL MANUEL","PROYECTO BUENOS AIRES FEDERAL","CIUDAD AUTÓNOMA de BUENOS AIRES","NEGATIVO","/senadores/senador/374","/bundles/senadosenadores/images/fsena/374.png"
"2012-04-25",769,410,"CANO, JOSE MANUEL","UNIÓN CÍVICA RADICAL","TUCUMÁN","NEGATIVO","/senadores/senador/410","/bundles/senadosenadores/images/fsena/410.png"
"2012-04-25",769,405,"CIMADEVILLA, MARIO JORGE","UNIÓN CÍVICA RADICAL","CHUBUT","NEGATIVO","/senadores/senador/405","/bundles/senadosenadores/images/fsena/405.png"
